"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"AZ","F","Tucson","15JUN2012","fulltime","          29"," 0.441654274"
"Arizona","F","Phoenix","24SEP2012","fulltime","          42","0.1115987958"
"WA","M","Seattle","15MAY2014","fulltime","          59","0.5413775549"
"CA","F","San Francisco","06JUL2013","fulltime","          28","0.8910500602"
"Arizona","F","Tucson","10NOV2013","fulltime","          58","0.3879956493"
"Arizona","F","Phoenix","09MAY2013","fulltime","          30","0.6506922672"
"WA","M","Seattle","04MAY2014","fulltime","          29","0.0263590976"
"ID","M","BOISE","21FEB2012","fulltime","          60","0.9033687524"
"CA","M","San Francisco","15JAN2012","fulltime","          30","0.8535327771"
"CA","F","Los Angeles","19FEB2013","fulltime","          43","0.1525366088"
"AZ","M","Phoenix","04JUN2013","fulltime","          30","0.5310718299"
"ID","M","BOISE","14OCT2013","parttime","          28","0.6290454849"
"CA","M","San Diego","16MAY2013","fulltime","          38","0.2047349239"
"AZ","F","Tucson","25OCT2012","fulltime","          34","0.6981311574"
"CA","Male","Los Angeles","01MAY2012","fulltime","          36","0.9206900843"
"CA","F","San Jose","27OCT2013","fulltime","          34","0.2872440542"
"ID","M","BOISE","20JUN2013","fulltime","          46","0.3332480473"
"CO","F","Denver","13JAN2014","parttime","          34","0.4541587236"
"OR","F","PORTland","30MAR2013","other","          28","0.7341062607"
"CA","F","San Jose","15FEB2014","fulltime","          61","0.1041286951"
"CO","M","Denver","30MAR2013","fulltime","          29","0.9795100503"
"AZ","F","Phoenix","30MAR2013","other","          34","0.3933802691"
"ID","F","BOISE","05MAR2012","parttime","          29","0.8683369243"
"UT","M","provo","10OCT2013","fulltime","          26","0.5394076088"
"NV","M","Las Vegas","15FEB2014","fulltime","          58","0.1779350891"
"UT","F","provo","15SEP2013","fulltime","          28","0.7474348726"
"CA","F","San Jose","10JUN2013","fulltime","          39","0.0386767457"
"CA","M","San Diego","13JAN2014","fulltime","          28","0.7113350032"
"AZ","M","Tucson","24SEP2012","fulltime","          63","0.7512986654"
"NV","F","Las Vegas","07MAR2013","fulltime","          39","0.9697981789"
"Nevada","F","Las Vegas","06DEC2012","fulltime","          45","0.5166011008"
"NV","M","Las Vegas","01MAY2012","fulltime","          28","0.7616948852"
"CA","Female","Los Angeles","19FEB2013","fulltime","          31","0.2251596978"
"AZ","M","Phoenix","04AUG2013","fulltime","          32","0.1584236366"
"CA","F","San Francisco","26JAN2012","fulltime","          26"," 0.959262433"
"ID","F","BOISE","25MAR2013","fulltime","          35","0.7388131524"
"ID","M","BOISE","15NOV2013","fulltime","          37","0.4504456513"
"WA","M","Seattle","04AUG2013","fulltime","          55","0.5849770208"
"CA","Male","Los Angeles","15JUN2012","fulltime","          36","0.9028233266"
"UT","M","provo","13JAN2014","fulltime","          30","0.1269278289"
"CA","F","Los Angeles","19FEB2013","fulltime","          63","0.1157100327"
"AZ","M","Tucson","13SEP2012","fulltime","          33","0.1074260008"
"WA","F","Seatlle","04JAN2014","fulltime","          37","0.4708981525"
"OR","F","PORTland","30MAR2013","other","          34","0.6811170549"
"NV","M","Las Vegas","30MAR2013","fulltime","          30","0.3415133931"
"Arizona","F","Phoenix","06NOV2012","other","          45","  0.06533586"
"WA","M","Seattle","01JUN2012","fulltime","          29","0.9722236264"
"Nevada","M","Las Vegas","26AUG2012","fulltime","          29","0.2533185777"
"WA","M","Seattle","24SEP2012","fulltime","          29","0.4454419675"
"WA","F","Seatlle","06DEC2012","fulltime","          29","0.9029744844"
"Arizona","M","Phoenix","17MAY2014","other","          60","0.0196898845"
"UT","M","provo","06DEC2012","fulltime","          28","0.1671233942"
"CA","M","San Francisco","03APR2012","fulltime","          34"," 0.535405637"
"CA","M","Los Angeles","10NOV2013","fulltime","          34","0.7471188082"
"OR","F","PORTland","10JUN2013","other","          34","0.9791113837"
"OR","F","PORTland","01OCT2012","other","          28","0.2005553377"
"CA","Male","Los Angeles","05DEC2013","fulltime","          59","0.6689989398"
"CA","M","San Francisco","05DEC2013","fulltime","          34"," 0.925265273"
"ID","M","BOISE","14OCT2013","fulltime","          30","0.5193083163"
"UT","M","provo","25NOV2013","fulltime","          40","0.3098754689"
"UT","M","provo","16MAY2013","fulltime","          33","0.3781643134"
"ID","F","BOISE","30MAR2013","fulltime","          42","0.0834271466"
"CA","M","San Jose","11AUG2013","fulltime","          28","0.2200356672"
"CA","F","San Francisco","20JUN2013","fulltime","          51","0.2750191303"
"CA","F","San Diego","26JAN2012","fulltime","          33","0.8039023736"
"CA","Male","Los Angeles","19FEB2013","fulltime","          29","0.1200162788"
"OR","M","PORTland","30MAR2013","other","          34","0.5538770261"
"CO","F","Denver","15FEB2014","parttime","          36","0.2390682908"
"AZ","M","Tucson","13SEP2012","fulltime","          53","0.1421704712"
"CA","Man","Los Angeles","19SEP2013","fulltime","          60","0.1734161271"
"Washington","M","Seattle","10JUL2013","fulltime","          46","0.7394306579"
"ID","F","BOISE","08MAY2013","fulltime","          31","0.3990942032"
"UT","M","provo","05DEC2013","fulltime","          29","0.1903241292"
"CA","M","San Francisco","17APR2012","fulltime","          34","0.4961570578"
"Nevada","F","Las Vegas","16APR2014","fulltime","          33","0.7664769575"
"Arizona","M","Phoenix","15JUN2012","other","          49","0.9272446772"
"CA","M","San Diego","06APR2014","fulltime","          35","0.3768685983"
"ID","M","BOISE","30MAR2012","fulltime","          47","0.6497242025"
"WA","F","Seatlle","24APR2013","fulltime","          33","0.0743567404"
"OR","M","PORTland","25NOV2013","other","          40","0.1438691794"
"Arizona","M","Phoenix","20MAR2013","fulltime","          28","0.9527919153"
"Wyoming","F","CHeyenne","17MAY2014","parttime","          41","0.5134342632"
"AZ","M","Phoenix","24APR2013","fulltime","          29","0.8840888868"
"CA","M","San Francisco","04JUN2013","fulltime","          30","0.0105330907"
"Wyoming","M","CHeyenne","07MAR2013","parttime","          37","0.2127913824"
"UT","M","provo","20MAR2013","fulltime","          58","0.6863891178"
"Wyoming","F","CHeyenne","16JUL2012","parttime","          53","0.4063449588"
"UT","M","provo","26AUG2012","fulltime","          36"," 0.901640851"
"CA","F","San Francisco","08MAR2012","fulltime","          28","0.7272876206"
"WY","F","CHeyenne","15MAR2012","parttime","          37","0.2709959472"
"UT","M","provo","16MAY2014","fulltime","          28","0.1597474507"
"CA","F","Los Angeles","10JUL2013","fulltime","          32","0.6612310194"
"CA","M","San Jose","30MAR2013","fulltime","          34","0.4886573923"
"CA","M","San Francisco","21FEB2012","fulltime","          46","0.9513693535"
"NV","F","Las Vegas","04MAY2012","fulltime","          28","0.7792031191"
"WY","F","CHeyenne","07MAR2013","parttime","          36","0.0750723859"
"UT","M","provo","15DEC2012","fulltime","          28"," 0.305228531"
"Arizona","F","Phoenix","10JUN2013","fulltime","          37","0.3794344013"
"WY","M","CHeyenne","12DEC2012","parttime","          28","0.8413649503"
"CO","M","Denver","09FEB2014","parttime","          34","0.2738088021"
"CA","M","Los Angeles","20JUN2013","fulltime","          31","0.7077842302"
"CA","Male","Los Angeles","07FEB2012","fulltime","          32","0.3210723043"
"Washington","M","Seattle","30MAR2013","fulltime","          37","0.6617974861"
"CA","M","San Diego","25AUG2012","fulltime","          33","0.8657054304"
"UT","M","provo","25OCT2012","fulltime","          36","0.5529660553"
"NV","F","Las Vegas","28NOV2013","fulltime","          28"," 0.612164853"
"UT","F","provo","09FEB2014","fulltime","          30","0.6994867617"
"AZ","M","Phoenix","05MAR2012","fulltime","          28","0.0887449957"
"CA","M","San Francisco","13JAN2014","fulltime","          38","0.0452506878"
"ID","M","BOISE","15FEB2014","parttime","          29","0.0218309034"
"OR","M","PORTland","15MAR2012","other","          56","0.4781665534"
"CA","M","San Jose","07FEB2012","fulltime","          46","0.3330286612"
"Washington","F","Seatlle","01OCT2012","fulltime","          33","0.3383001626"
"Nevada","M","Las Vegas","03APR2014","fulltime","          33","0.7423194213"
"CA","M","San Diego","05APR2012","fulltime","          63","0.4354956553"
"CA","Male","Los Angeles","05MAR2012","fulltime","          34","0.2363531172"
"CO","M","Denver","15SEP2013","parttime","          36","0.0418686583"
"CO","F","Denver","10JUN2013","parttime","          28","0.5016215441"
"CO","F","Denver","30MAR2013","parttime","          29","0.1381420387"
"CA","M","San Francisco","20MAR2013","fulltime","          33","0.7036885138"
"WY","F","CHeyenne","20MAR2013","parttime","          34","0.9458659286"
"CA","F","San Francisco","30MAR2012","fulltime","          42","0.4163278283"
"Arizona","M","Tucson","05APR2012","fulltime","          28","0.8938295207"
"CA","F","San Jose","05OCT2013","fulltime","          41","0.8954124273"
"WY","M","CHeyenne","30MAR2012","parttime","          30","0.9369483925"
"WA","M","Seattle","01JUN2012","fulltime","          29","0.7633279314"
"UT","F","provo","18MAY2014","fulltime","          33","0.3150988446"
"CA","M","San Francisco","10JUN2013","fulltime","          34","0.0884692413"
"NV","F","Las Vegas","24APR2013","fulltime","          41"," 0.924685033"
"CA","F","San Francisco","10FEB2012","fulltime","          59","0.7671678298"
"CA","F","San Francisco","30MAR2013","fulltime","          30","0.9173498409"
"Wyoming","M","CHeyenne","04JAN2014","parttime","          44","0.3798265035"
"UT","M","provo","07MAR2013","fulltime","          38","0.8139659636"
"WA","M","Seattle","16JUL2012","fulltime","          47"," 0.669834887"
"UT","F","provo","08OCT2012","fulltime","          26","0.6772774061"
"CA","M","San Francisco","05JAN2012","fulltime","          28","0.1643886772"
"CO","M","Denver","13JAN2014","parttime","          34","0.4394582153"
"CA","F","San Francisco","25AUG2012","fulltime","          38","0.8795003457"
"CA","M","San Francisco","13JAN2014","fulltime","          59"," 0.981860721"
"OR","M","PORTland","15MAY2012","other","          29","0.1222111458"
"Washington","M","Seattle","12APR2013","fulltime","          33","0.0566959917"
"AZ","F","Tucson","15NOV2013","fulltime","          29","0.7304901009"
"CA","M","San Francisco","17APR2012","fulltime","          33","0.4334555675"
"OR","M","PORTland","04MAY2012","other","          32","0.1708355468"
"CA","M","San Diego","08OCT2012","fulltime","          35","  0.33748819"
"CA","F","San Diego","05MAR2012","fulltime","          28","0.4509023295"
"ID","M","BOISE","15JAN2012","fulltime","          27","0.1622701148"
"NV","M","Las Vegas","16MAY2014","fulltime","          31","0.3366626554"
"CA","M","San Francisco","01APR2013","fulltime","          44","0.3260442821"
"AZ","M","Phoenix","06APR2014","fulltime","          33"," 0.775644163"
"Washington","F","Seatlle","01JUN2012","fulltime","          29","0.8714588205"
"NV","F","Las Vegas","31OCT2012","fulltime","          42","0.7241118712"
"OR","F","PORTland","13JAN2014","other","          31","0.7410972229"
"ID","F","BOISE","30MAR2012","parttime","          30","0.7595561751"
"OR","M","PORTland","04JUN2013","other","          28"," 0.020262538"
"WY","F","CHeyenne","08MAY2013","parttime","          26","0.6891882241"
"AZ","F","Tucson","21MAY2014","parttime","          29","0.9496764769"
"CA","M","San Jose","04MAY2014","fulltime","          55","0.2375639627"
"CA","F","San Diego","05DEC2013","fulltime","          32","   0.0663699"
"UT","M","provo","09MAY2013","fulltime","          49","0.4172912945"
"CA","M","San Jose","15MAY2014","fulltime","          43","0.5076144824"
"CA","M","San Francisco","28AUG2012","fulltime","          38","0.7249065743"
"Washington","F","Seatlle","17MAY2014","fulltime","          30","0.8206618395"
"CA","F","San Diego","16APR2014","fulltime","          57","0.1852127817"
"CA","F","San Francisco","30MAR2012","fulltime","          43","0.5587645469"
"AZ","F","Tucson","08MAY2013","fulltime","          34"," 0.733644517"
"AZ","M","Phoenix","06NOV2012","other","          39","0.1861068956"
"NV","F","Las Vegas","10NOV2013","fulltime","          43","0.5353188284"
"Arizona","F","Phoenix","06JUL2013","fulltime","          31","0.4069982126"
"UT","F","provo","09FEB2014","fulltime","          28","0.8357114721"
"Arizona","M","Tucson","30MAR2012","fulltime","          47","0.7026357389"
"Arizona","F","Tucson","20JUN2013","fulltime","          29","0.2886205536"
"WY","F","CHeyenne","01MAY2012","parttime","          55","0.7076495722"
"CA","F","San Francisco","13AUG2013","fulltime","          26","0.8729860014"
"CA","F","San Diego","16DEC2013","fulltime","          58","0.9224985791"
"CA","F","San Jose","30MAR2013","fulltime","          33","0.9755730508"
"UT","M","provo","30NOV2013","fulltime","          44","0.3210989909"
"Washington","F","Seatlle","13JAN2014","fulltime","          38","0.7318987035"
"Wyoming","M","CHeyenne","30JUN2012","parttime","          42","0.6123358387"
"CA","M","San Francisco","21NOV2012","fulltime","          28","0.4058311774"
"CA","M","San Francisco","07FEB2012","fulltime","          55","0.7227571806"
"UT","F","provo","27DEC2012","fulltime","          28","0.2543035374"
"AZ","F","Tucson","06SEP2012","fulltime","          35","0.8438758654"
"AZ","M","Tucson","04MAY2012","fulltime","          29","0.6210188519"
"CA","Female","Los Angeles","19FEB2013","fulltime","          60"," 0.212768843"
"Arizona","F","Phoenix","05MAR2012","fulltime","          41","0.8496333798"
"CA","M","San Jose","04DEC2012","fulltime","          38"," 0.261063201"
"WA","M","Seattle","10JUN2013","fulltime","          30","0.9211481381"
"CA","M","San Jose","15MAY2014","fulltime","          30","0.1288473379"
"Arizona","F","Phoenix","21NOV2012","fulltime","          48","0.7911639557"
"ID","F","BOISE","15MAR2012","fulltime","          32","0.8062363578"
"Nevada","M","Las Vegas","15MAR2012","fulltime","          55","0.9016082705"
"CA","F","San Jose","01APR2013","fulltime","          40","0.6739149609"
"CA","M","San Francisco","26JAN2012","fulltime","          38","0.7158545464"
"CA","Female","Los Angeles","15SEP2013","fulltime","          44","0.2384174751"
"AZ","M","Phoenix","16MAY2014","fulltime","          38","0.4278291084"
"AZ","F","Tucson","13AUG2013","parttime","          28","0.1417079955"
"AZ","M","Tucson","19JAN2014","fulltime","          39","0.2133819336"
"NV","F","Las Vegas","16DEC2013","fulltime","          35","0.5758907239"
"NV","M","Las Vegas","15JUN2012","fulltime","          28","0.4985723498"
"WY","F","CHeyenne","05DEC2013","parttime","          33","0.5274689568"
"Washington","F","Seatlle","05APR2012","fulltime","          42","0.1965493421"
"OR","M","PORTland","13SEP2012","other","          36","0.4640487016"
"AZ","F","Phoenix","30MAR2012","other","          38","0.4662391331"
"CA","M","San Francisco","20JUN2013","fulltime","          34","0.2315761723"
"CA","F","San Jose","15FEB2014","fulltime","          34","0.7351728229"
